OG000000,Ap_ca_Pber_PBANKA_0902400.1
OG000645,Ap_ca_Pber_PBANKA_0808900.1
OG000646,Ap_ca_Pber_PBANKA_1138400.1
OG000647,Ap_ca_Pber_PBANKA_1310800.1
OG000648,Ap_ca_Pber_PBANKA_1027800.1
OG000649,Ap_ca_Pber_PBANKA_1202400.1
OG000650,Ap_ca_Pber_PBANKA_0808420.1
OG000653,Ap_ca_Pber_PBANKA_1423600.1
OG000654,Ap_ca_Pber_PBANKA_1354400.1
OG000655,Ap_ca_Pber_PBANKA_1033900.1
OG000656,Ap_ca_Pber_PBANKA_1354500.1
OG000657,Ap_ca_Pber_PBANKA_1359000.1
OG000658,Ap_ca_Pber_PBANKA_0811300.1
OG000659,Ap_ca_Pber_PBANKA_1226000.1
OG000660,Ap_ca_Pber_PBANKA_1401300.1
OG000661,Ap_ca_Pber_PBANKA_1229200.1
OG000663,Ap_ca_Pber_PBANKA_1122500.1
OG000668,Ap_ca_Pber_PBANKA_1228200.1
OG000670,Ap_ca_Pber_PBANKA_1311800.1
OG000671,Ap_ca_Pber_PBANKA_0404300.1
OG000672,Ap_ca_Pber_PBANKA_1305100.1
OG000673,Ap_ca_Pber_PBANKA_0918000.1
OG000674,Ap_ca_Pber_PBANKA_0803600.1
OG000675,Ap_ca_Pber_PBANKA_1134400.1
OG000676,Ap_ca_Pber_PBANKA_1338600.1
OG000677,Ap_ca_Pber_PBANKA_0702300.1
OG000681,Ap_ca_Pber_PBANKA_1213600.1
OG000682,Ap_ca_Pber_PBANKA_0820000.1
OG000685,Ap_ca_Pber_PBANKA_0405300.1
OG000686,Ap_ca_Pber_PBANKA_1332400.1
OG000689,Ap_ca_Pber_PBANKA_1334600.1
OG000690,Ap_ca_Pber_PBANKA_1456400.1
OG000691,Ap_ca_Pber_PBANKA_1329300.1
OG000692,Ap_ca_Pber_PBANKA_1129100.1
OG000693,Ap_ca_Pber_PBANKA_0109100.1
OG000694,Ap_ca_Pber_PBANKA_1013100.1
OG000695,Ap_ca_Pber_PBANKA_0813900.1
OG000696,Ap_ca_Pber_PBANKA_0405600.1
OG000697,Ap_ca_Pber_PBANKA_0807100.1
OG000699,Ap_ca_Pber_PBANKA_1312500.1
OG000702,Ap_ca_Pber_PBANKA_1019400.1
OG000703,Ap_ca_Pber_PBANKA_1211900.1
OG000704,Ap_ca_Pber_PBANKA_1210900.1
OG000705,Ap_ca_Pber_PBANKA_0314500.1
OG000706,Ap_ca_Pber_PBANKA_1301300.1
OG000707,Ap_ca_Pber_PBANKA_1338300.1
OG000708,Ap_ca_Pber_PBANKA_1417300.1
OG000709,Ap_ca_Pber_PBANKA_0816000.1
OG000710,Ap_ca_Pber_PBANKA_1035100.1
OG000713,Ap_ca_Pber_PBANKA_1449400.1
OG000714,Ap_ca_Pber_PBANKA_1234200.1
OG000716,Ap_ca_Pber_PBANKA_1451200.1
OG000717,Ap_ca_Pber_PBANKA_0619100.1
OG000718,Ap_ca_Pber_PBANKA_0916600.1
OG000719,Ap_ca_Pber_PBANKA_0213400.1
OG000720,Ap_ca_Pber_PBANKA_0204500.1
OG000721,Ap_ca_Pber_PBANKA_1410400.1
OG000722,Ap_ca_Pber_PBANKA_0709100.1
OG000723,Ap_ca_Pber_PBANKA_1440600.1
OG000724,Ap_ca_Pber_PBANKA_0942100.1
OG000726,Ap_ca_Pber_PBANKA_1422400.1
OG000728,Ap_ca_Pber_PBANKA_1303700.1
OG000729,Ap_ca_Pber_PBANKA_1438600.1
OG000730,Ap_ca_Pber_PBANKA_0415500.1
OG000731,Ap_ca_Pber_PBANKA_0901100.1
OG000733,Ap_ca_Pber_PBANKA_0103800.1
OG000734,Ap_ca_Pber_PBANKA_1231800.1
OG000735,Ap_ca_Pber_PBANKA_1355100.1
OG000736,Ap_ca_Pber_PBANKA_1013200.1
OG000737,Ap_ca_Pber_PBANKA_1346700.1
OG000738,Ap_ca_Pber_PBANKA_1118200.1
OG000739,Ap_ca_Pber_PBANKA_1337800.1
OG000743,Ap_ca_Pber_PBANKA_1331600.1
OG000744,Ap_ca_Pber_PBANKA_1439500.1
OG000745,Ap_ca_Pber_PBANKA_0914600.1
OG000746,Ap_ca_Pber_PBANKA_1035400.1
OG000747,Ap_ca_Pber_PBANKA_0401600.1
OG000748,Ap_ca_Pber_PBANKA_1122900.1
OG000749,Ap_ca_Pber_PBANKA_0813400.1
OG000750,Ap_ca_Pber_PBANKA_0717800.1
OG000751,Ap_ca_Pber_PBANKA_0807600.1
OG000752,Ap_ca_Pber_PBANKA_1022800.1
OG000753,Ap_ca_Pber_PBANKA_1236400.1
OG000754,Ap_ca_Pber_PBANKA_1113800.1
OG000755,Ap_ca_Pber_PBANKA_1109700.1
OG000758,Ap_ca_Pber_PBANKA_1324400.1
OG000759,Ap_ca_Pber_PBANKA_1018600.1
OG000760,Ap_ca_Pber_PBANKA_1458900.1
OG000761,Ap_ca_Pber_PBANKA_1121100.1
OG000762,Ap_ca_Pber_PBANKA_1143600.1
OG000763,Ap_ca_Pber_PBANKA_0937100.1
OG000764,Ap_ca_Pber_PBANKA_0417500.1
OG000765,Ap_ca_Pber_PBANKA_0520500.1
OG000766,Ap_ca_Pber_PBANKA_0207700.1
OG000768,Ap_ca_Pber_PBANKA_0927800.1
OG000769,Ap_ca_Pber_PBANKA_0937700.1
OG000770,Ap_ca_Pber_PBANKA_1426200.1
OG000771,Ap_ca_Pber_PBANKA_0514600.1
OG000773,Ap_ca_Pber_PBANKA_0911800.1
OG000774,Ap_ca_Pber_PBANKA_0942300.1
OG000775,Ap_ca_Pber_PBANKA_0518200.1
OG000777,Ap_ca_Pber_PBANKA_0819000.1
OG000778,Ap_ca_Pber_PBANKA_0307000.1
OG000780,Ap_ca_Pber_PBANKA_0316000.1
OG000781,Ap_ca_Pber_PBANKA_0604600.1
OG000783,Ap_ca_Pber_PBANKA_1145700.1
OG000784,Ap_ca_Pber_PBANKA_0707800.1
OG000786,Ap_ca_Pber_PBANKA_1329700.1
OG000788,Ap_ca_Pber_PBANKA_1352900.1
OG000789,Ap_ca_Pber_PBANKA_0819800.1
OG000790,Ap_ca_Pber_PBANKA_0911400.1
OG000792,Ap_ca_Pber_PBANKA_1444700.1
OG000793,Ap_ca_Pber_PBANKA_1130200.1
OG000795,Ap_ca_Pber_PBANKA_1010200.1
OG000796,Ap_ca_Pber_PBANKA_1446000.1
OG000797,Ap_ca_Pber_PBANKA_1013500.1
OG000798,Ap_ca_Pber_PBANKA_0409300.1
OG000799,Ap_ca_Pber_PBANKA_0309000.1
OG000800,Ap_ca_Pber_PBANKA_0923400.1
OG000802,Ap_ca_Pber_PBANKA_1101600.1
OG000803,Ap_ca_Pber_PBANKA_1320700.1
OG000804,Ap_ca_Pber_PBANKA_1039300.1
OG000805,Ap_ca_Pber_PBANKA_0713300.1
OG000807,Ap_ca_Pber_PBANKA_0309100.1
OG000808,Ap_ca_Pber_PBANKA_1221200.1
OG000809,Ap_ca_Pber_PBANKA_0927000.1
OG000811,Ap_ca_Pber_PBANKA_0211100.1
OG000812,Ap_ca_Pber_PBANKA_1141900.1
OG000813,Ap_ca_Pber_PBANKA_1210800.1
OG000815,Ap_ca_Pber_PBANKA_0601500.1
OG000816,Ap_ca_Pber_PBANKA_1406300.1
OG000819,Ap_ca_Pber_PBANKA_1328100.1
OG000820,Ap_ca_Pber_PBANKA_1029700.1
OG000821,Ap_ca_Pber_PBANKA_1004700.1
OG000823,Ap_ca_Pber_PBANKA_1142700.1
OG000824,Ap_ca_Pber_PBANKA_0928800.1
OG000825,Ap_ca_Pber_PBANKA_1314300.1
OG000826,Ap_ca_Pber_PBANKA_0819700.1
OG000827,Ap_ca_Pber_PBANKA_1135100.1
OG000828,Ap_ca_Pber_PBANKA_0604200.1
OG000829,Ap_ca_Pber_PBANKA_0213300.1
OG000830,Ap_ca_Pber_PBANKA_1428500.1
OG000831,Ap_ca_Pber_PBANKA_1032300.1
OG000832,Ap_ca_Pber_PBANKA_1407600.1
OG000833,Ap_ca_Pber_PBANKA_1029800.1
OG000834,Ap_ca_Pber_PBANKA_1117500.1
OG000835,Ap_ca_Pber_PBANKA_1351900.1
OG000836,Ap_ca_Pber_PBANKA_MIT01900.1
OG000838,Ap_ca_Pber_PBANKA_1431050.1
OG000839,Ap_ca_Pber_PBANKA_1021500.1
OG000840,Ap_ca_Pber_PBANKA_1450300.1
OG000841,Ap_ca_Pber_PBANKA_1318100.1
OG000842,Ap_ca_Pber_PBANKA_1021800.1
OG000843,Ap_ca_Pber_PBANKA_0401800.1
OG000844,Ap_ca_Pber_PBANKA_1428800.1
OG000845,Ap_ca_Pber_PBANKA_1120700.1
OG000846,Ap_ca_Pber_PBANKA_0509200.1
OG000847,Ap_ca_Pber_PBANKA_0306800.1
OG000848,Ap_ca_Pber_PBANKA_0207200.1
OG000849,Ap_ca_Pber_PBANKA_1139400.1
OG000850,Ap_ca_Pber_PBANKA_1317400.1
OG000851,Ap_ca_Pber_PBANKA_0811000.1
OG000852,Ap_ca_Pber_PBANKA_1436100.1
OG000853,Ap_ca_Pber_PBANKA_0503600.1
OG000854,Ap_ca_Pber_PBANKA_1010000.1
OG000855,Ap_ca_Pber_PBANKA_1340000.1
OG000856,Ap_ca_Pber_PBANKA_0112000.1
OG000857,Ap_ca_Pber_PBANKA_1308200.1
OG000858,Ap_ca_Pber_PBANKA_0407500.1
OG000859,Ap_ca_Pber_PBANKA_0313800.1
OG000861,Ap_ca_Pber_PBANKA_0401300.1
OG000862,Ap_ca_Pber_PBANKA_0617900.1
OG000863,Ap_ca_Pber_PBANKA_0935800.1
OG000864,Ap_ca_Pber_PBANKA_1442500.1
OG000867,Ap_ca_Pber_PBANKA_1336300.1
OG000868,Ap_ca_Pber_PBANKA_0718800.1
OG000869,Ap_ca_Pber_PBANKA_1356900.1
OG000870,Ap_ca_Pber_PBANKA_1356600.1
OG000872,Ap_ca_Pber_PBANKA_0112500.1
OG000873,Ap_ca_Pber_PBANKA_1416900.1
OG000874,Ap_ca_Pber_PBANKA_1229500.1
OG000875,Ap_ca_Pber_PBANKA_1018500.1
OG000876,Ap_ca_Pber_PBANKA_1464100.1
OG000877,Ap_ca_Pber_PBANKA_1032900.1
OG000878,Ap_ca_Pber_PBANKA_1117600.1
OG000879,Ap_ca_Pber_PBANKA_1016300.1
OG000880,Ap_ca_Pber_PBANKA_0708000.1
OG000881,Ap_ca_Pber_PBANKA_1350700.1
OG000882,Ap_ca_Pber_PBANKA_1210100.1
OG000883,Ap_ca_Pber_PBANKA_1356200.1
OG000884,Ap_ca_Pber_PBANKA_0802700.1
OG000887,Ap_ca_Pber_PBANKA_0404800.1
OG000888,Ap_ca_Pber_PBANKA_1435100.1
OG000889,Ap_ca_Pber_PBANKA_1403800.1
OG000890,Ap_ca_Pber_PBANKA_1318200.1
OG000891,Ap_ca_Pber_PBANKA_1031900.1
OG000892,Ap_ca_Pber_PBANKA_0504900.1
OG000893,Ap_ca_Pber_PBANKA_0711300.1
OG000894,Ap_ca_Pber_PBANKA_1418700.1
OG000895,Ap_ca_Pber_PBANKA_0401900.1
OG000896,Ap_ca_Pber_PBANKA_0522800.1
OG000898,Ap_ca_Pber_PBANKA_1361300.1
OG000899,Ap_ca_Pber_PBANKA_1454400.1
OG000900,Ap_ca_Pber_PBANKA_1105800.1
OG000901,Ap_ca_Pber_PBANKA_1206100.1
OG000902,Ap_ca_Pber_PBANKA_1456100.1
OG000903,Ap_ca_Pber_PBANKA_0617200.1
OG000904,Ap_ca_Pber_PBANKA_0836000.1
OG000905,Ap_ca_Pber_PBANKA_MIT01100.1
OG000906,Ap_ca_Pber_PBANKA_0410100.1
OG000907,Ap_ca_Pber_PBANKA_0613600.1
OG000908,Ap_ca_Pber_PBANKA_0923600.1
OG000909,Ap_ca_Pber_PBANKA_1105400.1
OG000910,Ap_ca_Pber_PBANKA_1024700.1
OG000912,Ap_ca_Pber_PBANKA_0403000.1
OG000913,Ap_ca_Pber_PBANKA_1335400.1
OG000914,Ap_ca_Pber_PBANKA_1414900.1
OG000916,Ap_ca_Pber_PBANKA_0937300.1
OG000917,Ap_ca_Pber_PBANKA_1463200.1
OG000918,Ap_ca_Pber_PBANKA_0803500.1
OG000919,Ap_ca_Pber_PBANKA_0906400.1
OG000920,Ap_ca_Pber_PBANKA_1026900.1
OG000921,Ap_ca_Pber_PBANKA_1463100.1
OG000922,Ap_ca_Pber_PBANKA_1303600.1
OG000923,Ap_ca_Pber_PBANKA_1417800.1
OG000924,Ap_ca_Pber_PBANKA_1232500.1
OG000925,Ap_ca_Pber_PBANKA_0833100.1
OG000926,Ap_ca_Pber_PBANKA_0809300.1
OG000927,Ap_ca_Pber_PBANKA_0104600.1
OG000928,Ap_ca_Pber_PBANKA_0712300.1
OG000929,Ap_ca_Pber_PBANKA_0712200.1
OG000930,Ap_ca_Pber_PBANKA_0716000.1
OG000931,Ap_ca_Pber_PBANKA_1233100.1
OG000932,Ap_ca_Pber_PBANKA_1405100.1
OG000934,Ap_ca_Pber_PBANKA_0908900.1
OG000935,Ap_ca_Pber_PBANKA_0405400.1
OG000937,Ap_ca_Pber_PBANKA_1022000.1
OG000938,Ap_ca_Pber_PBANKA_0715000.1
OG000939,Ap_ca_Pber_PBANKA_1025200.1
OG000940,Ap_ca_Pber_PBANKA_0601600.1
OG000941,Ap_ca_Pber_PBANKA_1239700.1
OG000942,Ap_ca_Pber_PBANKA_1015300.1
OG000943,Ap_ca_Pber_PBANKA_1108600.1
OG000945,Ap_ca_Pber_PBANKA_1103400.1
OG000946,Ap_ca_Pber_PBANKA_1014900.1
OG000947,Ap_ca_Pber_PBANKA_0703000.1
OG000948,Ap_ca_Pber_PBANKA_1357200.1
OG000950,Ap_ca_Pber_PBANKA_1008800.1
OG000951,Ap_ca_Pber_PBANKA_1219400.1
OG000952,Ap_ca_Pber_PBANKA_1322600.1
OG000953,Ap_ca_Pber_PBANKA_0804000.1
OG000954,Ap_ca_Pber_PBANKA_1421100.1
OG000955,Ap_ca_Pber_PBANKA_0833600.1
OG000957,Ap_ca_Pber_PBANKA_1004800.1
OG000958,Ap_ca_Pber_PBANKA_1242000.1
OG000959,Ap_ca_Pber_PBANKA_0303600.1
OG000960,Ap_ca_Pber_PBANKA_0303100.1
OG000961,Ap_ca_Pber_PBANKA_0501600.1
OG000962,Ap_ca_Pber_PBANKA_1338400.1
OG000963,Ap_ca_Pber_PBANKA_1027900.1
OG000964,Ap_ca_Pber_PBANKA_0105400.1
OG000965,Ap_ca_Pber_PBANKA_0922800.1
OG000966,Ap_ca_Pber_PBANKA_0804600.1
OG000967,Ap_ca_Pber_PBANKA_1308000.1
OG000968,Ap_ca_Pber_PBANKA_0826400.1
OG000969,Ap_ca_Pber_PBANKA_1037600.1
OG000970,Ap_ca_Pber_PBANKA_0812000.1
OG000971,Ap_ca_Pber_PBANKA_1132700.1
OG000973,Ap_ca_Pber_PBANKA_0618300.1
OG000974,Ap_ca_Pber_PBANKA_1036400.1
OG000975,Ap_ca_Pber_PBANKA_1315500.1
OG000976,Ap_ca_Pber_PBANKA_1408200.1
OG000977,Ap_ca_Pber_PBANKA_1301900.1
OG000978,Ap_ca_Pber_PBANKA_1355000.1
OG000979,Ap_ca_Pber_PBANKA_0212100.1
OG000980,Ap_ca_Pber_PBANKA_1121700.1
OG000983,Ap_ca_Pber_PBANKA_1137100.1
OG000984,Ap_ca_Pber_PBANKA_0105600.1
OG000985,Ap_ca_Pber_PBANKA_1030000.1
OG000986,Ap_ca_Pber_PBANKA_0939000.1
OG000987,Ap_ca_Pber_PBANKA_1452800.1
OG000988,Ap_ca_Pber_PBANKA_1140600.1
OG000989,Ap_ca_Pber_PBANKA_0104700.1
OG000990,Ap_ca_Pber_PBANKA_1110100.1
OG000991,Ap_ca_Pber_PBANKA_1014400.1
OG000992,Ap_ca_Pber_PBANKA_0704100.1
OG000993,Ap_ca_Pber_PBANKA_1410500.1
OG000994,Ap_ca_Pber_PBANKA_1201900.1
OG000996,Ap_ca_Pber_PBANKA_1126400.1
OG000998,Ap_ca_Pber_PBANKA_1022300.1
OG000999,Ap_ca_Pber_PBANKA_1414100.2
OG001000,Ap_ca_Pber_PBANKA_0403500.1
OG001001,Ap_ca_Pber_PBANKA_0208000.1
OG001002,Ap_ca_Pber_PBANKA_0834300.1
OG001004,Ap_ca_Pber_PBANKA_1313800.1
OG001005,Ap_ca_Pber_PBANKA_0907400.1
OG001009,Ap_ca_Pber_PBANKA_1324100.1
OG001010,Ap_ca_Pber_PBANKA_1213000.1
OG001011,Ap_ca_Pber_PBANKA_1339000.1
OG001012,Ap_ca_Pber_PBANKA_1107200.1
OG001013,Ap_ca_Pber_PBANKA_0101400.1
OG001014,Ap_ca_Pber_PBANKA_0613200.1
OG001015,Ap_ca_Pber_PBANKA_1003100.1
OG001016,Ap_ca_Pber_PBANKA_1009100.1
OG001017,Ap_ca_Pber_PBANKA_0409500.1
OG001018,Ap_ca_Pber_PBANKA_0721700.1
OG001019,Ap_ca_Pber_PBANKA_1317700.1
OG001020,Ap_ca_Pber_PBANKA_1126200.1
OG001021,Ap_ca_Pber_PBANKA_1134200.1
OG001022,Ap_ca_Pber_PBANKA_1328700.1
OG001023,Ap_ca_Pber_PBANKA_0313100.1
OG001024,Ap_ca_Pber_PBANKA_1406800.1
OG001026,Ap_ca_Pber_PBANKA_1012200.1
OG001027,Ap_ca_Pber_PBANKA_1103700.1
OG001028,Ap_ca_Pber_PBANKA_1346800.1
OG001029,Ap_ca_Pber_PBANKA_0621900.1
OG001030,Ap_ca_Pber_PBANKA_1444600.1
OG001031,Ap_ca_Pber_PBANKA_1144100.1
OG001032,Ap_ca_Pber_PBANKA_0415200.1
OG001033,Ap_ca_Pber_PBANKA_1130400.1
OG001034,Ap_ca_Pber_PBANKA_0939200.1
OG001035,Ap_ca_Pber_PBANKA_1334100.1
OG001036,Ap_ca_Pber_PBANKA_1461000.1
OG001037,Ap_ca_Pber_PBANKA_1131000.1
OG001038,Ap_ca_Pber_PBANKA_1452200.1
OG001039,Ap_ca_Pber_PBANKA_1325000.1
OG001040,Ap_ca_Pber_PBANKA_1138500.1
OG001041,Ap_ca_Pber_PBANKA_1218000.1
OG001045,Ap_ca_Pber_PBANKA_0905000.1
OG001046,Ap_ca_Pber_PBANKA_0401500.1
OG001047,Ap_ca_Pber_PBANKA_0616400.1
OG001048,Ap_ca_Pber_PBANKA_1406700.1
OG001049,Ap_ca_Pber_PBANKA_1345900.1
OG001050,Ap_ca_Pber_PBANKA_1232300.1
OG001051,Ap_ca_Pber_PBANKA_1454300.1
OG001052,Ap_ca_Pber_PBANKA_0406800.1
OG001053,Ap_ca_Pber_PBANKA_0407100.1
OG001054,Ap_ca_Pber_PBANKA_0111600.1
OG001055,Ap_ca_Pber_PBANKA_1140400.1
OG001056,Ap_ca_Pber_PBANKA_1232200.1
OG001057,Ap_ca_Pber_PBANKA_1131100.1
OG001058,Ap_ca_Pber_PBANKA_0105200.1
OG001059,Ap_ca_Pber_PBANKA_0938500.1
OG001060,Ap_ca_Pber_PBANKA_1139200.1
OG001061,Ap_ca_Pber_PBANKA_0934500.1
OG001062,Ap_ca_Pber_PBANKA_0311000.1
OG001063,Ap_ca_Pber_PBANKA_1337100.1
OG001065,Ap_ca_Pber_PBANKA_0604800.1
OG001066,Ap_ca_Pber_PBANKA_0305300.1
OG001067,Ap_ca_Pber_PBANKA_1326300.1
OG001068,Ap_ca_Pber_PBANKA_1301700.1
OG001069,Ap_ca_Pber_PBANKA_0406300.1
OG001070,Ap_ca_Pber_PBANKA_1204300.1
OG001071,Ap_ca_Pber_PBANKA_1133900.1
OG001072,Ap_ca_Pber_PBANKA_1416600.1
OG001073,Ap_ca_Pber_PBANKA_0701600.1
OG001074,Ap_ca_Pber_PBANKA_0924300.1
OG001075,Ap_ca_Pber_PBANKA_0406200.1
OG001076,Ap_ca_Pber_PBANKA_1347600.1
OG001077,Ap_ca_Pber_PBANKA_0906000.1
OG001078,Ap_ca_Pber_PBANKA_1403200.1
OG001079,Ap_ca_Pber_PBANKA_1238600.1
OG001080,Ap_ca_Pber_PBANKA_1143000.1
OG001081,Ap_ca_Pber_PBANKA_1209000.1
OG001082,Ap_ca_Pber_PBANKA_0502800.1
OG001083,Ap_ca_Pber_PBANKA_1137000.1
OG001084,Ap_ca_Pber_PBANKA_1129400.1
OG001085,Ap_ca_Pber_PBANKA_1431500.1
OG001086,Ap_ca_Pber_PBANKA_1305300.1
OG001087,Ap_ca_Pber_PBANKA_1110300.1
OG001088,Ap_ca_Pber_PBANKA_0203400.1
OG001089,Ap_ca_Pber_PBANKA_0605000.1
OG001090,Ap_ca_Pber_PBANKA_1439800.1
OG001091,Ap_ca_Pber_PBANKA_0418000.1
OG001092,Ap_ca_Pber_PBANKA_1317500.1
OG001093,Ap_ca_Pber_PBANKA_1426100.1
OG001094,Ap_ca_Pber_PBANKA_1222800.1
OG001096,Ap_ca_Pber_PBANKA_0919300.1
OG001098,Ap_ca_Pber_PBANKA_1207300.1
OG001099,Ap_ca_Pber_PBANKA_1242800.1
OG001100,Ap_ca_Pber_PBANKA_0109200.1
OG001101,Ap_ca_Pber_PBANKA_0512500.1
OG001102,Ap_ca_Pber_PBANKA_0717000.1
OG001103,Ap_ca_Pber_PBANKA_1210400.1
OG001104,Ap_ca_Pber_PBANKA_1107300.1
OG001105,Ap_ca_Pber_PBANKA_1016700.1
OG001106,Ap_ca_Pber_PBANKA_0401000.1
OG001107,Ap_ca_Pber_PBANKA_1201700.1
OG001108,Ap_ca_Pber_PBANKA_0505800.1
OG001109,Ap_ca_Pber_PBANKA_0211400.1
OG001110,Ap_ca_Pber_PBANKA_1315600.1
OG001111,Ap_ca_Pber_PBANKA_0828100.1
OG001112,Ap_ca_Pber_PBANKA_0620100.1
OG001113,Ap_ca_Pber_PBANKA_1001400.1
OG001114,Ap_ca_Pber_PBANKA_0938900.1
OG001115,Ap_ca_Pber_PBANKA_0821900.1
OG001117,Ap_ca_Pber_PBANKA_1038300.1
OG001118,Ap_ca_Pber_PBANKA_0919000.1
OG001119,Ap_ca_Pber_PBANKA_0831200.1
OG001120,Ap_ca_Pber_PBANKA_0102700.1
OG001121,Ap_ca_Pber_PBANKA_0102100.1
OG001122,Ap_ca_Pber_PBANKA_1144700.1
OG001123,Ap_ca_Pber_PBANKA_0800800.1
OG001125,Ap_ca_Pber_PBANKA_0828400.1
OG001126,Ap_ca_Pber_PBANKA_1431600.1
OG001127,Ap_ca_Pber_PBANKA_0609300.1
OG001128,Ap_ca_Pber_PBANKA_1423100.1
OG001129,Ap_ca_Pber_PBANKA_0205400.1
OG001132,Ap_ca_Pber_PBANKA_1316400.1
OG001133,Ap_ca_Pber_PBANKA_0905600.1
OG001134,Ap_ca_Pber_PBANKA_1217000.1
OG001135,Ap_ca_Pber_PBANKA_0923000.1
OG001136,Ap_ca_Pber_PBANKA_1006800.1
OG001137,Ap_ca_Pber_PBANKA_1354900.1
OG001138,Ap_ca_Pber_PBANKA_1223600.1
OG001139,Ap_ca_Pber_PBANKA_1219300.1
OG001140,Ap_ca_Pber_PBANKA_0719200.1
OG001141,Ap_ca_Pber_PBANKA_1132000.1
OG001142,Ap_ca_Pber_PBANKA_0802100.1
OG001143,Ap_ca_Pber_PBANKA_1111800.1
OG001144,Ap_ca_Pber_PBANKA_1030200.1
OG001145,Ap_ca_Pber_PBANKA_0937800.1
OG001146,Ap_ca_Pber_PBANKA_1007400.1
OG001147,Ap_ca_Pber_PBANKA_1126900.1
OG001148,Ap_ca_Pber_PBANKA_1302600.1
OG001150,Ap_ca_Pber_PBANKA_0913500.1
OG001151,Ap_ca_Pber_PBANKA_1445600.1
OG001152,Ap_ca_Pber_PBANKA_1028100.1
OG001153,Ap_ca_Pber_PBANKA_0800300.1
OG001154,Ap_ca_Pber_PBANKA_0607800.1
OG001155,Ap_ca_Pber_PBANKA_0206600.1
OG001156,Ap_ca_Pber_PBANKA_0205600.1
OG001157,Ap_ca_Pber_PBANKA_0720900.1
OG001158,Ap_ca_Pber_PBANKA_0917700.1
OG001161,Ap_ca_Pber_PBANKA_0111200.1
OG001162,Ap_ca_Pber_PBANKA_0719300.1
OG001163,Ap_ca_Pber_PBANKA_1101800.1
OG001164,Ap_ca_Pber_PBANKA_0613400.1
OG001165,Ap_ca_Pber_PBANKA_0611900.1
OG001166,Ap_ca_Pber_PBANKA_1432800.1
OG001167,Ap_ca_Pber_PBANKA_1337200.1
OG001168,Ap_ca_Pber_PBANKA_1223100.1
OG001169,Ap_ca_Pber_PBANKA_0106600.1
OG001170,Ap_ca_Pber_PBANKA_0815300.1
OG001171,Ap_ca_Pber_PBANKA_1109900.1
OG001172,Ap_ca_Pber_PBANKA_1119100.1
OG001173,Ap_ca_Pber_PBANKA_1323400.1
OG001174,Ap_ca_Pber_PBANKA_0834900.1
OG001175,Ap_ca_Pber_PBANKA_1449900.1
OG001176,Ap_ca_Pber_PBANKA_0502200.1
OG001177,Ap_ca_Pber_PBANKA_0909300.1
OG001178,Ap_ca_Pber_PBANKA_0514500.1
OG001179,Ap_ca_Pber_PBANKA_1330000.1
OG001180,Ap_ca_Pber_PBANKA_1348900.1
OG001181,Ap_ca_Pber_PBANKA_0715200.1
OG001182,Ap_ca_Pber_PBANKA_1301400.1
OG001183,Ap_ca_Pber_PBANKA_0619800.1
OG001184,Ap_ca_Pber_PBANKA_1307600.1
OG001185,Ap_ca_Pber_PBANKA_1364300.1
OG001190,Ap_ca_Pber_PBANKA_1322800.1
OG001191,Ap_ca_Pber_PBANKA_1306400.1
OG001192,Ap_ca_Pber_PBANKA_1341500.1
OG001193,Ap_ca_Pber_PBANKA_1446200.1
OG001195,Ap_ca_Pber_PBANKA_1457400.1
OG001196,Ap_ca_Pber_PBANKA_1125500.1
OG001197,Ap_ca_Pber_PBANKA_1454500.1
OG001198,Ap_ca_Pber_PBANKA_1031600.1
OG001199,Ap_ca_Pber_PBANKA_0600500.1
OG001200,Ap_ca_Pber_PBANKA_0213500.1
OG001201,Ap_ca_Pber_PBANKA_0414400.1
OG001202,Ap_ca_Pber_PBANKA_1123600.1
OG001203,Ap_ca_Pber_PBANKA_1441500.1
OG001204,Ap_ca_Pber_PBANKA_0605300.1
OG001205,Ap_ca_Pber_PBANKA_1203800.1
OG001206,Ap_ca_Pber_PBANKA_0921100.1
OG001207,Ap_ca_Pber_PBANKA_0106200.1
OG001208,Ap_ca_Pber_PBANKA_1409700.1
OG001209,Ap_ca_Pber_PBANKA_1401100.1
OG001210,Ap_ca_Pber_PBANKA_0816100.1
OG001211,Ap_ca_Pber_PBANKA_1036000.1
OG001212,Ap_ca_Pber_PBANKA_1346500.1
OG001213,Ap_ca_Pber_PBANKA_1351800.1
OG001214,Ap_ca_Pber_PBANKA_0613900.1
OG001215,Ap_ca_Pber_PBANKA_0938100.1
OG001216,Ap_ca_Pber_PBANKA_1227900.1
OG001217,Ap_ca_Pber_PBANKA_0902200.1
OG001219,Ap_ca_Pber_PBANKA_0402100.1
OG001220,Ap_ca_Pber_PBANKA_1035200.1
OG001221,Ap_ca_Pber_PBANKA_0211500.1
OG001222,Ap_ca_Pber_PBANKA_1455300.1
OG001223,Ap_ca_Pber_PBANKA_0613300.1
OG001224,Ap_ca_Pber_PBANKA_1418500.1
OG001225,Ap_ca_Pber_PBANKA_1209800.1
OG001226,Ap_ca_Pber_PBANKA_0812800.1
OG001227,Ap_ca_Pber_PBANKA_0112400.1
OG001228,Ap_ca_Pber_PBANKA_0517800.1
OG001229,Ap_ca_Pber_PBANKA_1332500.1
OG001230,Ap_ca_Pber_PBANKA_1459900.1
OG001231,Ap_ca_Pber_PBANKA_1218400.1
